Rk,Team,Date▲,PTS,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
1456,MEM,2024-01-03,111,,TOR,L 111-116,240,40,94,.426,25,52,.481,15,42,.357,16,19,.842,111,41,85,.482,29,59,.492,12,26,.462,22,27,.815,116
1457,CHO,2024-01-02,111,@,SAC,W 111-104,240,42,82,.512,30,48,.625,12,34,.353,15,19,.789,111,40,92,.435,26,56,.464,14,36,.389,10,17,.588,104
1458,DEN,2024-01-01,111,,CHO,W 111-93,240,41,83,.494,26,45,.578,15,38,.395,14,18,.778,111,36,86,.419,26,60,.433,10,26,.385,11,16,.688,93
1459,CLE,2023-12-29,111,,MIL,L 111-119,240,49,103,.476,43,60,.717,6,43,.140,7,9,.778,111,41,80,.513,29,51,.569,12,29,.414,25,28,.893,119
1460,NYK,2023-12-23,111,,MIL,L 111-130,240,41,93,.441,32,64,.500,9,29,.310,20,21,.952,111,48,91,.527,32,59,.542,16,32,.500,18,23,.783,130
1461,TOR,2023-12-22,111,@,PHI,L 111-121,240,39,87,.448,30,54,.556,9,33,.273,24,28,.857,111,44,83,.530,30,52,.577,14,31,.452,19,21,.905,121
1462,LAL,2023-12-21,111,@,MIN,L 111-118,240,41,83,.494,31,59,.525,10,24,.417,19,24,.792,111,42,87,.483,28,51,.549,14,36,.389,20,25,.800,118
1463,DET,2023-12-21,111,,UTA,L 111-119,240,43,86,.500,34,55,.618,9,31,.290,16,19,.842,111,43,94,.457,32,64,.500,11,30,.367,22,24,.917,119
1464,DAL,2023-12-20,111,,LAC,L 111-120,240,39,91,.429,25,48,.521,14,43,.326,19,27,.704,111,43,77,.558,32,46,.696,11,31,.355,23,25,.920,120
1465,ORL,2023-12-15,111,@,BOS,L 111-128,240,42,87,.483,28,52,.538,14,35,.400,13,18,.722,111,48,92,.522,30,50,.600,18,42,.429,14,20,.700,128
1466,DET,2023-12-13,111,,PHI,L 111-129,240,39,88,.443,29,55,.527,10,33,.303,23,30,.767,111,45,87,.517,34,57,.596,11,30,.367,28,34,.824,129
1467,CLE,2023-12-08,111,@,MIA,W 111-99,240,40,87,.460,26,49,.531,14,38,.368,17,26,.654,111,37,86,.430,22,44,.500,15,42,.357,10,15,.667,99
1468,ORL,2023-12-06,111,@,CLE,L 111-121,240,41,84,.488,39,61,.639,2,23,.087,27,37,.730,111,46,86,.535,32,52,.615,14,34,.412,15,20,.750,121
1469,LAC,2023-12-06,111,,DEN,W 111-102,240,40,87,.460,28,60,.467,12,27,.444,19,25,.760,111,41,98,.418,29,67,.433,12,31,.387,8,9,.889,102
1470,CHI,2023-12-06,111,,CHO,W 111-100,240,38,90,.422,26,65,.400,12,25,.480,23,29,.793,111,39,90,.433,29,53,.547,10,37,.270,12,12,1.000,100
1471,PHO,2023-12-01,111,,DEN,L 111-119,240,39,84,.464,30,57,.526,9,27,.333,24,26,.923,111,50,88,.568,38,56,.679,12,32,.375,7,12,.583,119
1472,MIN,2023-11-24,111,,SAC,L 111-124,240,36,82,.439,24,49,.490,12,33,.364,27,29,.931,111,49,100,.490,32,65,.492,17,35,.486,9,11,.818,124
1473,HOU,2023-11-22,111,,MEM,W 111-91,240,40,92,.435,26,49,.531,14,43,.326,17,20,.850,111,27,82,.329,20,50,.400,7,32,.219,30,35,.857,91
1474,MIA,2023-11-14,111,@,CHO,W 111-105,240,40,83,.482,32,52,.615,8,31,.258,23,28,.821,111,36,81,.444,21,49,.429,15,32,.469,18,22,.818,105
1475,DEN,2023-11-14,111,,LAC,W 111-108,240,39,73,.534,31,50,.620,8,23,.348,25,32,.781,111,37,86,.430,24,57,.421,13,29,.448,21,24,.875,108
1476,TOR,2023-11-13,111,,WAS,W 111-107,240,45,90,.500,41,70,.586,4,20,.200,17,25,.680,111,43,84,.512,31,58,.534,12,26,.462,9,12,.750,107
1477,OKC,2023-11-12,111,@,PHO,W 111-99,240,40,82,.488,30,55,.545,10,27,.370,21,25,.840,111,32,83,.386,23,54,.426,9,29,.310,26,31,.839,99
1478,SAS,2023-11-06,111,@,IND,L 111-152,240,40,94,.426,32,68,.471,8,26,.308,23,30,.767,111,55,95,.579,35,57,.614,20,38,.526,22,23,.957,152
1479,NYK,2023-11-06,111,,LAC,W 111-97,240,41,88,.466,29,57,.509,12,31,.387,17,18,.944,111,36,73,.493,25,41,.610,11,32,.344,14,16,.875,97
1480,MIL,2023-11-01,111,@,TOR,L 111-130,240,35,76,.461,22,42,.524,13,34,.382,28,38,.737,111,51,91,.560,36,53,.679,15,38,.395,13,14,.929,130
1481,DET,2023-10-27,111,@,CHO,W 111-99,240,40,88,.455,30,58,.517,10,30,.333,21,25,.840,111,33,88,.375,26,60,.433,7,28,.250,26,34,.765,99
1482,MIA,2023-10-27,111,@,BOS,L 111-119,240,38,89,.427,22,56,.393,16,33,.485,19,23,.826,111,45,95,.474,29,56,.518,16,39,.410,13,19,.684,119
1483,POR,2023-10-25,111,@,LAC,L 111-123,240,44,93,.473,34,61,.557,10,32,.313,13,17,.765,111,47,90,.522,31,56,.554,16,34,.471,13,16,.813,123
1484,NOP,2023-10-25,111,@,MEM,W 111-104,240,40,85,.471,26,53,.491,14,32,.438,17,22,.773,111,38,91,.418,26,48,.542,12,43,.279,16,20,.800,104
1485,CLE,2024-04-14,110,,CHO,L 110-120,240,44,93,.473,28,60,.467,16,33,.485,6,9,.667,110,46,91,.505,27,51,.529,19,40,.475,9,11,.818,120
1486,UTA,2024-04-12,110,@,LAC,W 110-109,240,41,88,.466,35,53,.660,6,35,.171,22,25,.880,110,43,96,.448,33,57,.579,10,39,.256,13,19,.684,109
1487,CLE,2024-04-10,110,,MEM,W 110-98,240,37,82,.451,22,45,.489,15,37,.405,21,29,.724,110,33,84,.393,19,52,.365,14,32,.438,18,19,.947,98
1488,NOP,2024-04-09,110,@,POR,W 110-100,240,36,87,.414,25,51,.490,11,36,.306,27,29,.931,110,40,85,.471,27,47,.574,13,38,.342,7,8,.875,100
1489,UTA,2024-04-07,110,@,GSW,L 110-118,240,39,83,.470,24,48,.500,15,35,.429,17,21,.810,110,49,92,.533,35,57,.614,14,35,.400,6,6,1.000,118
1490,ATL,2024-04-06,110,@,DEN,L 110-142,240,37,87,.425,25,50,.500,12,37,.324,24,29,.828,110,53,88,.602,30,47,.638,23,41,.561,13,16,.813,142
1491,HOU,2024-04-04,110,,GSW,L 110-133,240,36,86,.419,24,46,.522,12,40,.300,26,30,.867,110,47,80,.588,30,45,.667,17,35,.486,22,25,.880,133
1492,DEN,2024-04-02,110,,SAS,W 110-105,240,43,98,.439,32,64,.500,11,34,.324,13,16,.813,110,42,105,.400,29,61,.475,13,44,.295,8,16,.500,105
1493,MEM,2024-04-01,110,@,DET,W 110-108,240,40,91,.440,29,58,.500,11,33,.333,19,23,.826,110,40,79,.506,29,51,.569,11,28,.393,17,22,.773,108
1494,HOU,2024-03-25,110,,POR,W 110-92,240,37,93,.398,25,54,.463,12,39,.308,24,25,.960,110,36,87,.414,29,54,.537,7,33,.212,13,15,.867,92
1495,GSW,2024-03-24,110,@,MIN,L 110-114,240,38,85,.447,24,49,.490,14,36,.389,20,26,.769,110,40,84,.476,19,44,.432,21,40,.525,13,18,.722,114
1496,CHI,2024-03-18,110,,POR,W 110-107,240,41,93,.441,30,60,.500,11,33,.333,17,21,.810,110,40,88,.455,32,60,.533,8,28,.286,19,25,.760,107
1497,ATL,2024-03-17,110,@,LAC,W 110-93,240,41,84,.488,24,50,.480,17,34,.500,11,12,.917,110,28,74,.378,17,38,.447,11,36,.306,26,29,.897,93
1498,CHO,2024-03-13,110,@,MEM,W 110-98,240,44,82,.537,31,46,.674,13,36,.361,9,13,.692,110,36,85,.424,20,45,.444,16,40,.400,10,11,.909,98
1499,WAS,2024-03-10,110,@,MIA,W 110-108,240,39,81,.481,23,42,.548,16,39,.410,16,22,.727,110,43,95,.453,33,62,.532,10,33,.303,12,18,.667,108
1500,CHO,2024-03-09,110,,BRK,W 110-99,240,44,81,.543,33,51,.647,11,30,.367,11,15,.733,110,36,90,.400,22,48,.458,14,42,.333,13,17,.765,99
1501,DET,2024-03-05,110,@,MIA,L 110-118,240,39,89,.438,27,47,.574,12,42,.286,20,22,.909,110,42,85,.494,28,54,.519,14,31,.452,20,23,.870,118
1502,PHO,2024-03-03,110,,OKC,L 110-118,240,40,91,.440,26,52,.500,14,39,.359,16,18,.889,110,49,102,.480,40,71,.563,9,31,.290,11,15,.733,118
1503,CLE,2024-03-01,110,@,DET,W 110-100,240,33,83,.398,15,42,.357,18,41,.439,26,30,.867,110,33,89,.371,23,53,.434,10,36,.278,24,28,.857,100
1504,DAL,2024-03-01,110,@,BOS,L 110-138,240,44,94,.468,35,60,.583,9,34,.265,13,18,.722,110,52,94,.553,31,51,.608,21,43,.488,13,13,1.000,138
1505,GSW,2024-02-29,110,@,NYK,W 110-99,240,44,98,.449,30,54,.556,14,44,.318,8,16,.500,110,35,95,.368,23,56,.411,12,39,.308,17,24,.708,99
1506,PHO,2024-02-29,110,,HOU,W 110-105,240,36,89,.404,23,52,.442,13,37,.351,25,37,.676,110,33,99,.333,22,54,.407,11,45,.244,28,31,.903,105
1507,MIN,2024-02-28,110,,MEM,W 110-101,240,39,79,.494,25,44,.568,14,35,.400,18,22,.818,110,36,93,.387,25,56,.446,11,37,.297,18,20,.900,101
1508,SAC,2024-02-26,110,,MIA,L 110-121,240,45,85,.529,32,53,.604,13,32,.406,7,12,.583,110,45,87,.517,34,57,.596,11,30,.367,20,25,.800,121
1509,HOU,2024-02-25,110,,OKC,L 110-123,240,38,93,.409,22,52,.423,16,41,.390,18,23,.783,110,46,97,.474,29,62,.468,17,35,.486,14,15,.933,123
1510,PHO,2024-02-23,110,@,HOU,L 110-114,240,38,95,.400,31,64,.484,7,31,.226,27,35,.771,110,37,93,.398,22,48,.458,15,45,.333,25,34,.735,114
1511,LAL,2024-02-22,110,@,GSW,L 110-128,240,43,88,.489,33,53,.623,10,35,.286,14,21,.667,110,50,107,.467,34,66,.515,16,41,.390,12,14,.857,128
1512,NYK,2024-02-22,110,@,PHI,W 110-96,240,38,79,.481,23,45,.511,15,34,.441,19,27,.704,110,37,84,.440,27,55,.491,10,29,.345,12,14,.857,96
1513,WAS,2024-02-22,110,@,DEN,L 110-130,240,40,104,.385,23,66,.348,17,38,.447,13,23,.565,110,56,101,.554,49,70,.700,7,31,.226,11,15,.733,130
1514,MIL,2024-02-15,110,@,MEM,L 110-113,240,42,90,.467,31,46,.674,11,44,.250,15,20,.750,110,44,83,.530,31,57,.544,13,26,.500,12,19,.632,113
1515,BRK,2024-02-13,110,,BOS,L 110-118,240,39,79,.494,24,46,.522,15,33,.455,17,26,.654,110,43,83,.518,28,46,.609,15,37,.405,17,23,.739,118
1516,BOS,2024-02-11,110,@,MIA,W 110-106,240,41,81,.506,25,42,.595,16,39,.410,12,17,.706,110,40,97,.412,28,57,.491,12,40,.300,14,15,.933,106
1517,MEM,2024-02-08,110,,CHI,L 110-118,240,42,91,.462,24,45,.533,18,46,.391,8,13,.615,110,43,79,.544,31,53,.585,12,26,.462,20,22,.909,118
1518,SAC,2024-02-05,110,@,CLE,L 110-136,240,43,93,.462,26,49,.531,17,44,.386,7,12,.583,110,51,88,.580,28,47,.596,23,41,.561,11,17,.647,136
1519,MIA,2024-02-02,110,@,WAS,W 110-102,240,38,88,.432,31,57,.544,7,31,.226,27,35,.771,110,37,90,.411,26,48,.542,11,42,.262,17,21,.810,102
1520,CHO,2024-01-31,110,,CHI,L 110-117,240,40,90,.444,24,44,.545,16,46,.348,14,17,.824,110,45,87,.517,34,58,.586,11,29,.379,16,22,.727,117
1521,NOP,2024-01-31,110,@,HOU,W 110-99,240,41,82,.500,30,48,.625,11,34,.324,17,24,.708,110,35,87,.402,22,43,.512,13,44,.295,16,17,.941,99
1522,MEM,2024-01-28,110,@,IND,L 110-116,240,38,82,.463,27,52,.519,11,30,.367,23,31,.742,110,44,90,.489,31,55,.564,13,35,.371,15,16,.938,116
1523,MIA,2024-01-25,110,,BOS,L 110-143,240,42,94,.447,26,52,.500,16,42,.381,10,13,.769,110,51,80,.638,29,40,.725,22,40,.550,19,20,.950,143
1524,DAL,2024-01-22,110,,BOS,L 110-119,240,43,97,.443,29,57,.509,14,40,.350,10,14,.714,110,41,88,.466,26,42,.619,15,46,.326,22,30,.733,119
1525,POR,2024-01-21,110,@,LAL,L 110-134,240,42,90,.467,33,61,.541,9,29,.310,17,20,.850,110,47,86,.547,34,53,.642,13,33,.394,27,29,.931,134
1526,IND,2024-01-21,110,@,PHO,L 110-117,240,41,94,.436,27,63,.429,14,31,.452,14,23,.609,110,47,82,.573,39,57,.684,8,25,.320,15,18,.833,117
1527,TOR,2024-01-18,110,,CHI,L 110-116,240,42,83,.506,32,45,.711,10,38,.263,16,20,.800,110,48,91,.527,42,67,.627,6,24,.250,14,17,.824,116
1528,DAL,2024-01-17,110,@,LAL,L 110-127,240,42,91,.462,31,51,.608,11,40,.275,15,18,.833,110,49,91,.538,37,63,.587,12,28,.429,17,24,.708,127
1529,DET,2024-01-12,110,,HOU,L 110-112,240,44,88,.500,32,53,.604,12,35,.343,10,16,.625,110,41,90,.456,33,60,.550,8,30,.267,22,25,.880,112
1530,DET,2024-01-09,110,,SAC,L 110-131,240,40,85,.471,26,48,.542,14,37,.378,16,21,.762,110,54,94,.574,41,61,.672,13,33,.394,10,14,.714,131
1531,ATL,2024-01-07,110,@,ORL,L 110-117 (OT),265,42,91,.462,33,61,.541,9,30,.300,17,29,.586,110,43,98,.439,26,57,.456,17,41,.415,14,22,.636,117
1532,MIA,2024-01-03,110,@,LAL,W 110-96,240,41,93,.441,25,51,.490,16,42,.381,12,17,.706,110,35,83,.422,31,53,.585,4,30,.133,22,24,.917,96
1533,PHI,2024-01-02,110,,CHI,W 110-97,240,38,80,.475,26,50,.520,12,30,.400,22,30,.733,110,37,96,.385,30,59,.508,7,37,.189,16,23,.696,97
1534,ATL,2023-12-29,110,,SAC,L 110-117,240,37,94,.394,22,51,.431,15,43,.349,21,25,.840,110,46,89,.517,29,44,.659,17,45,.378,8,15,.533,117
1535,WAS,2023-12-29,110,,BRK,W 110-104,240,46,91,.505,31,53,.585,15,38,.395,3,7,.429,110,39,91,.429,30,63,.476,9,28,.321,17,27,.630,104
1536,DAL,2023-12-28,110,@,MIN,L 110-118,240,40,90,.444,26,57,.456,14,33,.424,16,19,.842,110,38,74,.514,21,41,.512,17,33,.515,25,34,.735,118
1537,DAL,2023-12-27,110,,CLE,L 110-113,240,39,88,.443,29,51,.569,10,37,.270,22,26,.846,110,40,92,.435,23,49,.469,17,43,.395,16,23,.696,113
1538,MIN,2023-12-23,110,@,SAC,W 110-98,240,44,87,.506,34,54,.630,10,33,.303,12,14,.857,110,37,85,.435,29,52,.558,8,33,.242,16,21,.762,98
1539,IND,2023-12-23,110,,ORL,L 110-117,240,43,82,.524,28,48,.583,15,34,.441,9,13,.692,110,39,73,.534,33,55,.600,6,18,.333,33,41,.805,117
1540,SAS,2023-12-17,110,,NOP,L 110-146,240,40,94,.426,25,52,.481,15,42,.357,15,21,.714,110,55,98,.561,33,56,.589,22,42,.524,14,22,.636,146
1541,HOU,2023-12-06,110,,OKC,W 110-101,240,40,83,.482,25,50,.500,15,33,.455,15,22,.682,110,37,87,.425,29,58,.500,8,29,.276,19,24,.792,101
1542,GSW,2023-12-06,110,,POR,W 110-106,240,36,86,.419,26,52,.500,10,34,.294,28,33,.848,110,39,95,.411,23,49,.469,16,46,.348,12,16,.750,106
1543,CLE,2023-12-02,110,@,DET,W 110-101,240,44,89,.494,34,59,.576,10,30,.333,12,18,.667,110,39,83,.470,31,53,.585,8,30,.267,15,23,.652,101
1544,LAL,2023-11-30,110,@,OKC,L 110-133,240,36,81,.444,25,48,.521,11,33,.333,27,32,.844,110,50,94,.532,36,52,.692,14,42,.333,19,22,.864,133
1545,IND,2023-11-27,110,,POR,L 110-114,240,42,88,.477,34,55,.618,8,33,.242,18,24,.750,110,40,85,.471,31,67,.463,9,18,.500,25,31,.806,114
1546,PHO,2023-11-24,110,@,MEM,W 110-89,240,39,76,.513,28,45,.622,11,31,.355,21,28,.750,110,37,80,.463,28,47,.596,9,33,.273,6,10,.600,89
1547,DEN,2023-11-17,110,@,NOP,L 110-115,240,47,96,.490,37,56,.661,10,40,.250,6,12,.500,110,46,88,.523,34,65,.523,12,23,.522,11,21,.524,115
1548,LAL,2023-11-15,110,,SAC,L 110-125,240,42,83,.506,31,54,.574,11,29,.379,15,19,.789,110,48,96,.500,32,52,.615,16,44,.364,13,17,.765,125
1549,DAL,2023-11-14,110,@,NOP,L 110-131,240,38,90,.422,24,48,.500,14,42,.333,20,26,.769,110,49,94,.521,35,56,.625,14,38,.368,19,26,.731,131
1550,POR,2023-11-12,110,@,LAL,L 110-116,240,45,90,.500,32,53,.604,13,37,.351,7,9,.778,110,41,84,.488,37,65,.569,4,19,.211,30,37,.811,116
1551,GSW,2023-11-12,110,,MIN,L 110-116,240,37,96,.385,25,53,.472,12,43,.279,24,28,.857,110,43,82,.524,34,55,.618,9,27,.333,21,30,.700,116
1552,GSW,2023-11-11,110,,CLE,L 110-118,240,37,90,.411,24,52,.462,13,38,.342,23,30,.767,110,37,86,.430,26,56,.464,11,30,.367,33,43,.767,118
1553,SAS,2023-11-10,110,,MIN,L 110-117,240,43,92,.467,31,58,.534,12,34,.353,12,19,.632,110,43,87,.494,33,60,.550,10,27,.370,21,27,.778,117
1554,MIL,2023-11-03,110,,NYK,W 110-105,240,35,82,.427,15,43,.349,20,39,.513,20,28,.714,110,38,96,.396,28,57,.491,10,39,.256,19,25,.760,105
1555,POR,2023-11-01,110,@,DET,W 110-101,240,38,81,.469,31,61,.508,7,20,.350,27,33,.818,110,40,90,.444,29,61,.475,11,29,.379,10,11,.909,101
1556,MIN,2023-11-01,110,,DEN,W 110-89,240,38,83,.458,30,62,.484,8,21,.381,26,27,.963,110,38,96,.396,32,63,.508,6,33,.182,7,10,.700,89
1557,NOP,2023-11-01,110,@,OKC,W 110-106,240,40,102,.392,27,60,.450,13,42,.310,17,29,.586,110,38,88,.432,31,54,.574,7,34,.206,23,25,.920,106
1558,MEM,2023-10-30,110,,DAL,L 110-125,240,42,92,.457,28,55,.509,14,37,.378,12,20,.600,110,42,84,.500,19,37,.514,23,47,.489,18,24,.750,125
1559,DEN,2023-10-30,110,,UTA,W 110-102,240,47,84,.560,38,56,.679,9,28,.321,7,17,.412,110,42,98,.429,31,61,.508,11,37,.297,7,15,.467,102
1560,MIL,2023-10-29,110,,ATL,L 110-127,240,39,86,.453,23,42,.548,16,44,.364,16,20,.800,110,47,93,.505,32,56,.571,15,37,.405,18,22,.818,127
1561,ATL,2023-10-25,110,@,CHO,L 110-116,240,39,93,.419,34,64,.531,5,29,.172,27,33,.818,110,43,86,.500,32,49,.653,11,37,.297,19,26,.731,116
1562,GSW,2024-04-12,109,,NOP,L 109-114,240,40,86,.465,27,52,.519,13,34,.382,16,21,.762,109,42,90,.467,22,52,.423,20,38,.526,10,16,.625,114
1563,LAC,2024-04-12,109,,UTA,L 109-110,240,43,96,.448,33,57,.579,10,39,.256,13,19,.684,109,41,88,.466,35,53,.660,6,35,.171,22,25,.880,110
1564,MIN,2024-04-12,109,,ATL,W 109-106,240,38,79,.481,28,42,.667,10,37,.270,23,29,.793,109,40,90,.444,31,60,.517,9,30,.300,17,25,.680,106
1565,BOS,2024-04-11,109,,NYK,L 109-118,240,40,86,.465,24,44,.545,16,42,.381,13,16,.813,109,49,99,.495,35,63,.556,14,36,.389,6,10,.600,118
1566,MIL,2024-04-07,109,,NYK,L 109-122,240,35,75,.467,23,41,.561,12,34,.353,27,32,.844,109,45,92,.489,31,63,.492,14,29,.483,18,22,.818,122
1567,NOP,2024-04-05,109,,SAS,L 109-111,240,44,86,.512,35,57,.614,9,29,.310,12,12,1.000,109,42,83,.506,25,37,.676,17,46,.370,10,13,.769,111
1568,SAC,2024-04-04,109,@,NYK,L 109-120,240,42,86,.488,24,44,.545,18,42,.429,7,12,.583,109,44,80,.550,32,52,.615,12,28,.429,20,29,.690,120
1569,PHI,2024-04-04,109,@,MIA,W 109-105,240,43,92,.467,29,52,.558,14,40,.350,9,11,.818,109,39,94,.415,26,51,.510,13,43,.302,14,16,.875,105
1570,DAL,2024-04-04,109,,ATL,W 109-95,240,38,94,.404,20,45,.444,18,49,.367,15,17,.882,109,34,85,.400,21,47,.447,13,38,.342,14,21,.667,95
1571,SAC,2024-04-02,109,,LAC,W 109-95,240,39,92,.424,27,50,.540,12,42,.286,19,25,.760,109,31,76,.408,20,49,.408,11,27,.407,22,27,.815,95
1572,PHI,2024-04-02,109,,OKC,W 109-105,240,36,78,.462,22,48,.458,14,30,.467,23,25,.920,109,37,87,.425,24,48,.500,13,39,.333,18,22,.818,105
1573,MIA,2024-04-02,109,,NYK,W 109-99,240,36,74,.486,19,36,.528,17,38,.447,20,21,.952,109,35,76,.461,23,42,.548,12,34,.353,17,21,.810,99
1574,CHI,2024-03-31,109,@,MIN,W 109-101,240,42,80,.525,25,51,.490,17,29,.586,8,12,.667,109,38,81,.469,27,44,.614,11,37,.297,14,21,.667,101
1575,IND,2024-03-29,109,,LAL,W 109-90,240,43,89,.483,33,58,.569,10,31,.323,13,14,.929,109,35,86,.407,30,56,.536,5,30,.167,15,18,.833,90
1576,SAC,2024-03-23,109,@,ORL,W 109-107,240,38,87,.437,23,47,.489,15,40,.375,18,21,.857,109,42,88,.477,32,53,.604,10,35,.286,13,18,.722,107
1577,TOR,2024-03-23,109,@,WAS,L 109-112,240,40,94,.426,32,61,.525,8,33,.242,21,26,.808,109,44,92,.478,33,57,.579,11,35,.314,13,19,.684,112
1578,WAS,2024-03-21,109,,SAC,W 109-102,240,41,81,.506,31,56,.554,10,25,.400,17,23,.739,109,37,86,.430,26,47,.553,11,39,.282,17,19,.895,102
1579,PHI,2024-03-16,109,,CHO,W 109-98,240,36,81,.444,23,40,.575,13,41,.317,24,25,.960,109,37,82,.451,27,51,.529,10,31,.323,14,18,.778,98
1580,DAL,2024-03-13,109,,GSW,W 109-99,240,44,82,.537,38,55,.691,6,27,.222,15,19,.789,109,37,92,.402,28,64,.438,9,28,.321,16,19,.842,99
1581,MEM,2024-03-12,109,,WAS,W 109-97,240,42,94,.447,34,61,.557,8,33,.242,17,21,.810,109,37,82,.451,26,46,.565,11,36,.306,12,16,.750,97
1582,MIN,2024-03-10,109,@,LAL,L 109-120,240,41,97,.423,25,51,.490,16,46,.348,11,13,.846,109,44,83,.530,34,59,.576,10,24,.417,22,29,.759,120
1583,BOS,2024-03-07,109,@,DEN,L 109-115,240,41,91,.451,30,53,.566,11,38,.289,16,25,.640,109,45,90,.500,41,69,.594,4,21,.190,21,22,.955,115
1584,WAS,2024-03-06,109,,ORL,L 109-119,240,40,88,.455,28,50,.560,12,38,.316,17,20,.850,109,44,81,.543,32,55,.582,12,26,.462,19,21,.905,119
1585,PHI,2024-03-06,109,,MEM,L 109-115,240,39,102,.382,26,67,.388,13,35,.371,18,21,.857,109,41,91,.451,28,54,.519,13,37,.351,20,23,.870,115
1586,SAC,2024-03-04,109,,CHI,L 109-113,240,41,92,.446,30,55,.545,11,37,.297,16,18,.889,109,42,84,.500,31,52,.596,11,32,.344,18,22,.818,113
1587,PHO,2024-03-02,109,,HOU,L 109-118,240,39,85,.459,30,56,.536,9,29,.310,22,29,.759,109,42,96,.438,26,54,.481,16,42,.381,18,26,.692,118
1588,ATL,2024-02-25,109,,ORL,W 109-92,240,41,90,.456,29,61,.475,12,29,.414,15,17,.882,109,35,84,.417,21,46,.457,14,38,.368,8,18,.444,92
1589,SAS,2024-02-25,109,@,UTA,L 109-128,240,42,91,.462,29,60,.483,13,31,.419,12,19,.632,109,46,90,.511,29,55,.527,17,35,.486,19,22,.864,128
1590,DET,2024-02-24,109,,ORL,L 109-112,240,43,85,.506,29,54,.537,14,31,.452,9,13,.692,109,43,87,.494,31,63,.492,12,24,.500,14,21,.667,112
1591,CLE,2024-02-22,109,,ORL,L 109-116,240,39,70,.557,29,48,.604,10,22,.455,21,26,.808,109,43,84,.512,29,59,.492,14,25,.560,16,18,.889,116
1592,MIA,2024-02-14,109,@,PHI,W 109-104,240,42,88,.477,31,53,.585,11,35,.314,14,15,.933,109,41,86,.477,31,51,.608,10,35,.286,12,16,.750,104
1593,POR,2024-02-13,109,,MIN,L 109-121,240,39,87,.448,28,58,.483,11,29,.379,20,25,.800,109,39,84,.464,26,51,.510,13,33,.394,30,34,.882,121
1594,IND,2024-02-08,109,,GSW,L 109-131,240,39,81,.481,27,50,.540,12,31,.387,19,27,.704,109,52,93,.559,35,61,.574,17,32,.531,10,13,.769,131
1595,GSW,2024-02-05,109,@,BRK,W 109-98,240,43,93,.462,39,71,.549,4,22,.182,19,23,.826,109,34,89,.382,21,47,.447,13,42,.310,17,22,.773,98
1596,NYK,2024-02-01,109,,IND,W 109-105,240,41,103,.398,33,65,.508,8,38,.211,19,25,.760,109,42,93,.452,29,60,.483,13,33,.394,8,13,.615,105
1597,WAS,2024-01-31,109,,LAC,L 109-125,240,45,97,.464,36,68,.529,9,29,.310,10,15,.667,109,47,100,.470,35,70,.500,12,30,.400,19,22,.864,125
1598,MIA,2024-01-27,109,@,NYK,L 109-125,240,41,88,.466,27,51,.529,14,37,.378,13,16,.813,109,45,87,.517,28,54,.519,17,33,.515,18,26,.692,125
1599,DAL,2024-01-24,109,,PHO,L 109-132,240,41,89,.461,24,46,.522,17,43,.395,10,18,.556,109,51,85,.600,37,51,.725,14,34,.412,16,22,.727,132
1600,POR,2024-01-23,109,@,OKC,L 109-111,240,37,86,.430,19,47,.404,18,39,.462,17,21,.810,109,43,89,.483,36,66,.545,7,23,.304,18,28,.643,111
1601,POR,2024-01-23,109,@,OKC,L 109-111,240,37,86,.430,19,47,.404,18,39,.462,17,21,.810,109,43,89,.483,36,66,.545,7,23,.304,18,28,.643,111
1602,ORL,2024-01-19,109,,PHI,L 109-124,240,37,78,.474,27,55,.491,10,23,.435,25,27,.926,109,42,87,.483,29,57,.509,13,30,.433,27,29,.931,124
1603,NOP,2024-01-19,109,,PHO,L 109-123,240,41,93,.441,31,51,.608,10,42,.238,17,23,.739,109,46,93,.495,31,52,.596,15,41,.366,16,21,.762,123
1604,ATL,2024-01-19,109,@,MIA,W 109-108,240,40,87,.460,25,52,.481,15,35,.429,14,17,.824,109,38,82,.463,26,51,.510,12,31,.387,20,22,.909,108
1605,WAS,2024-01-18,109,@,NYK,L 109-113,240,41,90,.456,31,59,.525,10,31,.323,17,22,.773,109,39,86,.453,26,48,.542,13,38,.342,22,26,.846,113
1606,NYK,2024-01-17,109,,HOU,W 109-94,240,39,87,.448,26,50,.520,13,37,.351,18,22,.818,109,35,84,.417,27,54,.500,8,30,.267,16,19,.842,94
1607,CLE,2024-01-15,109,,CHI,W 109-91,240,39,95,.411,19,38,.500,20,57,.351,11,11,1.000,109,35,83,.422,26,51,.510,9,32,.281,12,16,.750,91
1608,ATL,2024-01-15,109,,SAS,W 109-99,240,40,93,.430,27,55,.491,13,38,.342,16,21,.762,109,38,95,.400,27,53,.509,11,42,.262,12,17,.706,99
1609,IND,2024-01-14,109,@,DEN,L 109-117,240,43,92,.467,35,63,.556,8,29,.276,15,22,.682,109,46,71,.648,36,51,.706,10,20,.500,15,23,.652,117
1610,MIN,2024-01-14,109,,LAC,W 109-105,240,38,67,.567,25,41,.610,13,26,.500,20,31,.645,109,36,83,.434,19,44,.432,17,39,.436,16,18,.889,105
